	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABCG4	0.383302864	-4.663937402	3.751369356	-1.243262649	0.213771063	0.999652389
ABCG8	4.180831308	0.064877658	0.89511921	0.07247935	0.942220439	0.999652389
ABHD1	0.492993166	-0.778069755	2.946035512	-0.264107392	0.791697168	0.999652389
ABHD10	9.038825276	0.774378022	0.666986038	1.161010842	0.24563749	0.999652389
ABHD11	7.126234893	0.974600304	0.936916294	1.04022132	0.298237088	0.999652389
ABHD12	53.87011633	0.741317031	0.326828226	2.268216056	0.023316041	0.999652389
ABHD13	6.078140513	-0.404259695	0.705476238	-0.573030917	0.566623761	0.999652389
ABHD14A	14.72984939	-0.78137853	0.637796883	-1.225121275	0.22052953	0.999652389
ABHD14B	39.54902708	-0.112896993	0.549977241	-0.205275754	0.837356686	0.999652389
ABHD15	27.38299983	-0.592185179	0.392789084	-1.507641643	0.131646269	0.999652389
ABHD16A	14.44675168	0.250268894	1.184718213	0.211247613	0.832694059	0.999652389
ABHD16B	4.699831753	-0.746490869	0.796153001	-0.937622377	0.348438507	0.999652389
ABHD17A	43.9205599	0.484259027	0.344014808	1.407669136	0.159229065	0.999652389
ABHD17B	12.75212336	-0.097296596	0.561523205	-0.173272618	0.862437146	0.999652389
ABHD17C	21.58474585	-0.552814097	0.430236651	-1.284907027	0.198824775	0.999652389
ABHD18	15.68812402	-0.218963193	0.50435887	-0.434141652	0.664185581	0.999652389
ABHD2	266.587103	0.347487957	0.28674309	1.211844223	0.225572016	0.999652389
ABHD3	3.371228145	0.942724568	1.381363918	0.682459238	0.494948609	0.999652389
ABHD4	73.57508549	-0.128498173	0.636322189	-0.201938853	0.839964527	0.999652389
ABHD5	15.29223902	0.17540031	0.775831683	0.226080365	0.821138916	0.999652389
ABHD6	14.24285177	1.510468255	0.8419897	1.793927236	0.072824784	0.999652389
ABHD8	11.38936918	0.615321275	0.763566231	0.805851869	0.420328266	0.999652389
ABI1	49.71666287	0.334392374	0.345700367	0.967289612	0.333399275	0.999652389
ABI2	96.5013223	0.095334363	0.345125796	0.276230766	0.782370829	0.999652389
ABI3	1.481107052	1.958950735	2.234694688	0.876607774	0.380699715	0.999652389
ABI3BP	747.5674188	0.338362538	0.962322496	0.351610338	0.725130511	0.999652389
ABITRAM	10.26816348	-0.214282054	0.752522309	-0.284751762	0.775834331	0.999652389
ABL1	290.7645473	-0.516662259	0.280513483	-1.841844653	0.065497876	0.999652389
ABL2	247.0810155	-0.38750849	0.267254932	-1.449958237	0.147070166	0.999652389
ABLIM1	96.29959484	0.263894126	0.613818653	0.429921972	0.667252402	0.999652389
ABLIM2	1.881014742	2.153132117	1.925950776	1.11795802	0.263584923	0.999652389
ABLIM3	65.96470382	-0.3865379	0.621781925	-0.621661526	0.534164456	0.999652389
ABR	214.5962031	0.262384678	0.384151721	0.683023565	0.494591952	0.999652389
ABRA	0.501531793	-1.947593372	2.299896735	-0.846817747	0.397096715	0.999652389
ABRACL	8.505390239	1.04038593	0.593478108	1.753031687	0.079596568	0.999652389
ABRAXAS1	20.11353171	-0.230612163	0.663634829	-0.347498584	0.728216782	0.999652389
ABRAXAS2	11.53829963	0.680507002	0.525965256	1.293825009	0.195725872	0.999652389
ABT1	14.83006003	0.180163159	0.549688086	0.327755256	0.743096721	0.999652389
ABTB1	7.544407146	-0.488903952	2.824512056	-0.173093243	0.862578136	0.999652389
ABTB2	32.0991776	-0.06239705	0.53810534	-0.115956943	0.907686666	0.999652389
AC000120.2	1.105197534	-1.714272169	2.373292333	-0.722318167	0.470098886	0.999652389
AC001226.2	1.705411276	0.521433095	1.459747094	0.357207832	0.720936223	0.999652389
AC002094.3	0.093297041	0.007414352	3.819700862	0.001941082	0.998451242	0.999652389
AC002996.1	6.115688548	-0.818640457	1.075603572	-0.761098678	0.44659813	0.999652389
AC003002.1	0.268172974	-1.116523432	3.812604049	-0.292850613	0.76963634	0.999652389
AC003002.2	3.23892946	-1.277429585	1.357825777	-0.940790495	0.346812233	0.999652389
AC003002.3	0.759107875	1.889158488	2.49980556	0.755722172	0.449815788	0.999652389
AC003006.1	0.223624032	-0.793776617	3.816067644	-0.208009053	0.835221899	0.999652389
AC003112.1	22.27358651	-0.108847312	0.768863789	-0.141569045	0.88742042	0.999652389
AC003665.1	7.028498246	-0.012528044	0.913022758	-0.013721503	0.989052168	0.999652389
AC004080.3	0.212941708	-0.029874052	3.818514262	-0.007823475	0.993757834	0.999652389
AC004151.1	6.0139178	0.350103214	2.035853644	0.171968754	0.863462094	0.999652389
AC004156.1	17.17202169	-0.059423065	0.857088701	-0.069331289	0.94472592	0.999652389
AC004475.1	3.57748102	0.695803372	2.224903042	0.312734245	0.754482576	0.999652389
AC004551.1	18.85956056	2.608619721	1.165084659	2.238995854	0.025156186	0.999652389
AC004556.1	1.274552863	2.429965782	3.786826736	0.64168919	0.521075009	0.999652389
AC004691.2	0.429737179	1.780253089	3.802827774	0.468139289	0.639684985	0.999652389
AC004706.3	5.692882054	-0.682180261	0.765911356	-0.890677825	0.373102034	0.999652389
AC004832.3	1.390417023	2.554941421	2.627407722	0.972419088	0.3308421	0.999652389
AC004922.1	38.67905535	0.733575654	0.799352646	0.917712174	0.358769572	0.999652389
AC004997.1	0.250802105	-3.702877686	3.781722887	-0.979150984	0.327505383	0.999652389
AC005154.5	2.194302197	-0.703735464	1.50107151	-0.468822078	0.639196818	0.999652389
AC005261.1	16.0608861	-0.373818533	0.505369627	-0.739693311	0.459486108	0.999652389
AC005324.3	2.011544814	-0.799277994	2.376253323	-0.3363606	0.736598957	0.999652389
AC005702.1	0.121198802	0.786372547	3.818708542	0.205926307	0.836848476	0.999652389
AC005726.1	0.096751437	-0.977107264	3.819700862	-0.255807274	0.798099657	0.999652389
AC005747.1	31.10307477	-0.910651871	0.884292462	-1.029808473	0.303099922	0.999652389
AC005759.1	8.6059718	-0.473033751	0.776692899	-0.609035762	0.542500735	0.999652389
AC005837.2	0.119167477	0.590541265	3.818041711	0.154671245	0.8770805	0.999652389
AC005840.1	143.6837907	-0.118695325	0.568203746	-0.208895711	0.834529652	0.999652389
AC005954.1	8.088772488	-0.309704255	1.123464703	-0.275668879	0.782802401	0.999652389
AC006449.4	0.832351104	-0.031275499	1.981183487	-0.015786271	0.987404901	0.999652389
AC006486.1	11.37293698	1.663958756	0.729414812	2.281224247	0.022535181	0.999652389
AC006538.1	42.70602902	0.027268547	0.450740225	0.060497258	0.9517596	0.999652389
AC006538.3	1.638007666	2.561476325	1.916373992	1.336626533	0.181344574	0.999652389
AC007040.2	7.130516916	0.312875625	0.775540587	0.40342908	0.686632598	0.999652389
AC007244.1	0.488930789	2.09313316	3.796440811	0.551340917	0.581399994	0.999652389
AC007325.1	0.642960001	0.413600204	2.202890032	0.18775345	0.851069928	0.999652389
AC007325.4	0.784892152	0.799866958	3.764625218	0.212469213	0.831740994	0.999652389
AC007326.4	55.98040771	-0.321398425	0.394495531	-0.814707393	0.415239821	0.999652389
AC007383.6	2.093070723	-0.419189388	1.736915161	-0.241341315	0.809290593	0.999652389
AC007537.3	1.359282313	0.519455988	1.349541404	0.384912969	0.700301897	0.999652389
AC007906.2	2.525282103	-0.674348764	1.173188131	-0.574800193	0.565426436	0.999652389
AC008393.2	15.63014206	-0.436506649	1.551007724	-0.28143422	0.778377375	0.999652389
AC008397.1	0.051344123	-0.314262727	3.819700862	-0.082274172	0.934428692	0.999652389
AC008403.1	1.274846278	-2.529522747	2.04716049	-1.235625033	0.216597975	0.999652389
AC008554.1	22.75975694	0.121038286	0.577423909	0.209617725	0.833966044	0.999652389
AC008676.3	0.469547746	0.624443267	2.634612183	0.237015251	0.812644959	0.999652389
AC008687.1	0.025091364	-0.267222318	3.81937873	-0.069964865	0.944221625	0.999652389
AC008687.4	0.319174102	-5.012865827	3.757699123	-1.334025334	0.182195554	0.999652389
AC008695.1	1.550179458	-5.195099786	3.191790545	-1.627644331	0.103600323	0.999652389
AC008755.1	93.76188632	-0.360462176	0.251689059	-1.432172607	0.152094429	0.999652389
AC008758.1	6.476320256	1.450156496	0.959834714	1.510839809	0.130829269	0.999652389
AC008758.5	0.441691026	0.441599777	3.489241978	0.126560376	0.89928836	0.999652389
AC008764.4	0.037839774	0.065897046	3.819700862	0.017251887	0.986235669	0.999652389
AC008770.4	3.177879169	0.349841071	2.359384794	0.148276395	0.882124644	0.999652389
AC008878.1	1.379338474	-0.336815824	1.844905553	-0.182565348	0.855139076	0.999652389
AC008977.1	0.181212468	-1.543730419	3.80943887	-0.405238271	0.685302376	0.999652389
AC008982.1	1.589597952	1.407132191	2.005532577	0.701625198	0.482912933	0.999652389
AC008982.3	1.589597952	1.407132191	2.005532577	0.701625198	0.482912933	0.999652389
AC009163.4	3.503304412	0.182048527	1.201843998	0.151474341	0.87960155	0.999652389
AC009412.1	11.37573908	0.138194818	0.336864996	0.410237989	0.681631376	0.999652389
AC009779.3	11.39603794	-1.008738604	0.696730909	-1.447816641	0.147668338	0.999652389
AC010255.3	0.326968899	0.544943562	3.805942987	0.143182271	0.886146231	0.999652389
AC010319.2	0.081135566	-0.579151436	3.81899374	-0.151650271	0.879462781	0.999652389
AC010327.1	10.13552555	-1.503638631	1.089837425	-1.379690765	0.167681877	0.999652389
AC010422.5	1.068133231	-2.98004657	2.109763724	-1.412502516	0.15780205	0.999652389
AC010522.1	4.056824175	-1.51407401	1.067056187	-1.418926227	0.155920525	0.999652389
AC010531.1	0.499689562	-3.059682996	3.77857744	-0.809744684	0.418086931	0.999652389
AC010605.1	7.81567304	-0.313159751	0.830104595	-0.377253365	0.705985326	0.999652389
AC010605.3	7.81567304	-0.313159751	0.830104595	-0.377253365	0.705985326	0.999652389
AC010616.1	1.348794516	1.649288651	1.298590228	1.270060882	0.204062944	0.999652389
AC010618.1	57.33760341	-0.101340675	0.516407066	-0.196241844	0.844420878	0.999652389
AC010646.1	1.018099238	1.642093531	3.147868017	0.521652599	0.601912234	0.999652389
AC010724.2	0.292101568	0.624457558	3.805170614	0.164107637	0.86964641	0.999652389
AC010761.1	7.522233141	-0.941044652	0.796836274	-1.180976171	0.237612189	0.999652389
AC011005.1	0.057930689	0.065897046	3.819700862	0.017251887	0.986235669	0.999652389
AC011043.1	10.62594165	1.226258589	1.073196748	1.142622349	0.253195422	0.999652389
AC011043.2	0.317708333	0.127038922	3.795555357	0.033470444	0.973299435	0.999652389
AC011195.2	0.041952918	0.31934238	3.819700862	0.083604029	0.933371264	0.999652389
AC011295.2	0.348682933	0.548154234	3.815425169	0.14366793	0.885762697	0.999652389
AC011448.1	1.11983455	-0.496838766	2.167122841	-0.22926193	0.818665341	0.999652389
AC011455.2	0.051046666	0.31934238	3.819700862	0.083604029	0.933371264	0.999652389
AC011455.3	0.051046666	0.31934238	3.819700862	0.083604029	0.933371264	0.999652389
AC011462.1	2.002567618	-1.040558932	3.183682886	-0.326841262	0.743787949	0.999652389
AC011499.1	0.20791335	0.063878865	3.810934667	0.016761994	0.98662649	0.999652389
AC011530.1	1.548289243	-0.776334627	2.507802015	-0.30956775	0.756889684	0.999652389
AC011841.1	0.317708333	0.127038922	3.795555357	0.033470444	0.973299435	0.999652389
AC012184.2	2.419518718	0.20389759	2.172216878	0.093866129	0.9252155	0.999652389
AC012213.5	7.153759044	-1.546142309	1.929630442	-0.801263432	0.422979156	0.999652389
AC012314.1	0.037839774	0.065897046	3.819700862	0.017251887	0.986235669	0.999652389
AC012314.10	1.206278009	-1.719860152	1.951580861	-0.881265125	0.378174337	0.999652389
AC012314.11	0.037839774	0.065897046	3.819700862	0.017251887	0.986235669	0.999652389
AC012314.12	0.037839774	0.065897046	3.819700862	0.017251887	0.986235669	0.999652389
AC012314.14	0.037839774	0.065897046	3.819700862	0.017251887	0.986235669	0.999652389
AC012314.17	1.206278009	-1.719860152	1.951580861	-0.881265125	0.378174337	0.999652389
AC012314.18	0.037839774	0.065897046	3.819700862	0.017251887	0.986235669	0.999652389
AC012314.19	1.206278009	-1.719860152	1.951580861	-0.881265125	0.378174337	0.999652389
AC012314.21	1.206278009	-1.719860152	1.951580861	-0.881265125	0.378174337	0.999652389
AC012314.22	0.037839774	0.065897046	3.819700862	0.017251887	0.986235669	0.999652389
AC012314.23	1.206278009	-1.719860152	1.951580861	-0.881265125	0.378174337	0.999652389
AC012314.26	0.037839774	0.065897046	3.819700862	0.017251887	0.986235669	0.999652389
AC012314.4	1.206278009	-1.719860152	1.951580861	-0.881265125	0.378174337	0.999652389
AC012314.5	0.037839774	0.065897046	3.819700862	0.017251887	0.986235669	0.999652389
AC012314.6	1.206278009	-1.719860152	1.951580861	-0.881265125	0.378174337	0.999652389
AC012314.8	1.206278009	-1.719860152	1.951580861	-0.881265125	0.378174337	0.999652389
AC012488.2	1.752925092	2.057848293	1.75479809	1.172698047	0.240916915	0.999652389
AC012531.3	2.053999321	-0.889856542	1.517859915	-0.586257357	0.557702583	0.999652389
AC013394.1	9.740137002	0.674582271	0.541141064	1.246592278	0.212547035	0.999652389
AC013470.2	1.361783621	0.935968796	1.312316198	0.713218962	0.475710274	0.999652389
AC013489.1	1.063249735	2.908080668	3.776758416	0.769993827	0.441303554	0.999652389
AC015802.6	88.54739096	0.010211009	0.439317883	0.023242871	0.981456541	0.999652389
AC016586.1	9.97312069	0.119172174	0.870139644	0.136957527	0.891064367	0.999652389
AC017081.3	7.96081868	0.648878451	0.83193383	0.779964016	0.435412056	0.999652389
AC017081.4	18.54852338	-0.908816266	0.495839927	-1.832882381	0.066820064	0.999652389
AC018630.2	0.433657703	-4.35333623	3.791946421	-1.148047928	0.250948779	0.999652389
AC019117.3	6.744757558	0.065599876	2.82632713	0.023210291	0.981482529	0.999652389
AC020909.1	0.635493472	0.360975245	3.33906655	0.108106634	0.913911106	0.999652389
AC020909.2	0.068495093	-0.587200864	3.819700862	-0.153729542	0.87782299	0.999652389
AC022137.3	5.527074576	0.128358083	0.92389926	0.138930822	0.889504815	0.999652389
AC022414.1	0.711990703	-0.199494291	3.660755022	-0.054495395	0.956540477	0.999652389
AC022966.1	78.30413719	-0.518260579	0.522979113	-0.990977585	0.321696526	0.999652389
AC023055.1	15.87439457	0.964872737	1.02219788	0.94391972	0.345210674	0.999652389
AC023491.2	0.365252074	-1.517859332	3.796153811	-0.399841368	0.68927336	0.999652389
AC024592.3	0.615454763	1.442407413	3.794571197	0.380123956	0.703853404	0.999652389
AC025165.3	0.04562375	-0.148551099	3.819700862	-0.038890768	0.968977477	0.999652389
AC025283.2	0.740008145	-0.281664495	3.805950366	-0.07400635	0.941005332	0.999652389
AC025287.4	0.50874667	0.546531217	2.349021302	0.232663372	0.816022814	0.999652389
AC026316.4	3.85112478	0.105708801	0.918682437	0.11506566	0.908393078	0.999652389
AC026369.8	0.065659147	-0.587200864	3.819700862	-0.153729542	0.87782299	0.999652389
AC026464.3	3.779727633	-1.721470191	1.512726511	-1.137991684	0.255123955	0.999652389
AC026464.4	34.92160342	-0.224258815	0.637387071	-0.35184086	0.724957614	0.999652389
AC026464.6	7.759929028	-0.283977975	0.715209386	-0.397055716	0.691326375	0.999652389
AC026470.1	32.38560275	0.572573445	0.532722187	1.074806831	0.282461222	0.999652389
AC026740.3	0.082566885	-0.168043903	3.819700862	-0.043993996	0.96490919	0.999652389
AC027237.1	24.82713644	-0.031583521	1.082285005	-0.029182259	0.976719231	0.999652389
AC027455.4	2.675961753	-1.481318555	1.280750479	-1.156601993	0.247435008	0.999652389
AC034102.1	123.6289354	-0.055078743	0.544283532	-0.101194947	0.919395707	0.999652389
AC034102.3	1.590629936	-0.342142124	2.529820858	-0.135243617	0.892419262	0.999652389
AC037459.1	2.691301822	3.581947816	1.938526984	1.847767839	0.064635935	0.999652389
AC053503.7	0.127182066	0.967793249	3.818850513	0.253425277	0.799939597	0.999652389
AC055839.2	8.788121504	-0.326676025	0.752586622	-0.434070997	0.664236886	0.999652389
AC058822.1	44.84078436	0.1730002	1.098507807	0.157486546	0.87486141	0.999652389
AC068533.4	2.538897932	1.820064957	1.975108257	0.921501366	0.356788728	0.999652389
AC068580.4	27.06744739	0.175677504	0.896400524	0.195981037	0.844625009	0.999652389
AC068631.2	3.155742003	-1.1748652	1.249614082	-0.940182427	0.347123994	0.999652389
AC068775.1	0.030655319	-0.655432609	3.819700862	-0.171592654	0.863757783	0.999652389
AC069368.1	1.597433763	-1.680232942	2.413369895	-0.696218572	0.486291959	0.999652389
AC072022.2	1.788234077	1.199377394	1.784051525	0.672277329	0.50140716	0.999652389
AC073111.4	0.952987475	2.198335644	1.856050066	1.184416134	0.236248377	0.999652389
AC073610.2	4.072881319	-2.135072482	1.705083627	-1.252180508	0.210504097	0.999652389
AC073611.1	0.256891484	-0.61845701	3.807784243	-0.162419132	0.870975806	0.999652389
AC073896.1	4.22982095	-0.401495181	1.712945945	-0.234388705	0.814683227	0.999652389
AC074143.1	11.01681953	-0.059215259	0.616808208	-0.09600271	0.923518421	0.999652389
AC079597.3	0.316326102	-1.036495532	2.820811401	-0.367445882	0.713286453	0.999652389
AC080038.1	789.2315205	-0.147718132	0.680846439	-0.21696248	0.828237585	0.999652389
AC084121.5	0.025091364	-0.267222318	3.81937873	-0.069964865	0.944221625	0.999652389
AC084121.6	0.025091364	-0.267222318	3.81937873	-0.069964865	0.944221625	0.999652389
AC084121.8	0.025091364	-0.267222318	3.81937873	-0.069964865	0.944221625	0.999652389
AC084121.9	0.202404085	-0.255774735	3.819700862	-0.066961981	0.94661197	0.999652389
AC087289.1	6.661894047	0.228277325	0.91426778	0.249683222	0.802832334	0.999652389
AC087498.2	0.323220904	0.175334002	3.262937033	0.053735025	0.957146278	0.999652389
AC087651.1	1.703357847	-0.206438976	1.304298108	-0.158275914	0.874239386	0.999652389
AC090517.4	12.36015008	0.630413177	0.640145698	0.984796397	0.324724091	0.999652389
AC090527.2	3.124884319	2.155433781	1.782128906	1.209471309	0.226481827	0.999652389
AC090958.3	0.816669914	-1.211979114	3.707668386	-0.326884443	0.743755288	0.999652389
AC091021.1	51.50886364	0.420983645	0.370849202	1.135188219	0.256296465	0.999652389
AC091057.6	4.908748585	1.298466705	2.179566207	0.595745475	0.551345274	0.999652389
AC091167.6	0.044676417	0.494800635	3.819700862	0.129539106	0.896931083	0.999652389
AC091491.1	30.68016404	-0.541419833	0.414493965	-1.306218857	0.191478142	0.999652389
AC091959.3	27.85978919	-0.979336131	0.636508781	-1.538605845	0.123900551	0.999652389
AC092017.3	0.025091364	-0.267222318	3.81937873	-0.069964865	0.944221625	0.999652389
AC092042.3	0.629700322	0.974458208	3.789840527	0.257123803	0.797083203	0.999652389
AC092072.1	4.668254406	0.193242137	0.972696286	0.19866647	0.842523655	0.999652389
AC092073.1	1.168490229	-1.617740224	1.770440062	-0.913750349	0.360848041	0.999652389
AC092143.1	3.75381185	1.468355569	1.984261347	0.740001095	0.45929933	0.999652389
AC092338.1	56.86207276	-0.094441889	0.629742691	-0.149969011	0.880789064	0.999652389
AC092587.1	1.416842678	0.739741432	1.898621858	0.389620202	0.696817411	0.999652389
AC092718.3	0.794431138	-1.832361898	2.179511485	-0.840721378	0.400504041	0.999652389
AC092718.8	2.662156839	0.589582358	1.172654533	0.502775832	0.615121888	0.999652389
AC092724.1	1.893282287	-0.373566657	1.097537242	-0.340368092	0.733579344	0.999652389
AC092835.1	4.671996912	1.159986444	1.150325198	1.008398708	0.313263093	0.999652389
AC092881.1	31.92947295	-0.161342471	0.418090524	-0.3859032	0.699568361	0.999652389
AC093155.3	3.666837512	-1.532558739	1.702069284	-0.900409139	0.367902559	0.999652389
AC093323.1	1.586933593	-1.341349294	1.485213648	-0.903135584	0.366453941	0.999652389
AC093503.1	0.04562375	-0.148551099	3.819700862	-0.038890768	0.968977477	0.999652389
AC093512.2	6.711295385	0.191828798	0.942278556	0.203579713	0.838681948	0.999652389
AC093525.1	0.692032047	-2.467451995	2.847361117	-0.866575012	0.38617491	0.999652389
AC093525.2	3.438780845	0.378538215	2.432767917	0.155599806	0.876348478	0.999652389
AC093668.1	0.822472372	0.05957717	3.760327507	0.015843612	0.987359155	0.999652389
AC093668.2	19.9056355	-0.976380451	1.179189168	-0.828010023	0.407664823	0.999652389
AC093827.5	26.96908616	-1.221567357	0.57764014	-2.114754969	0.034450837	0.999652389
AC093830.1	0.094620352	0.007414352	3.819700862	0.001941082	0.998451242	0.999652389
